,cik,filing_date,Stock Change
111,906345,2019-02-15,0.02715299278662755
112,906345,2018-02-16,0.008517263426992936
113,908255,2016-02-11,0.14706858083850682
114,908255,2017-02-09,0.031734244831671914
115,908255,2018-02-08,-0.05949172572751912
116,908255,2019-02-19,-0.08016277136700527
117,909832,2018-10-26,0.008570489464519241
118,910606,2016-02-18,0.09826262326871853
119,910606,2017-02-27,-0.06401668805096308
120,910606,2018-02-27,-0.022275961300749193
121,910606,2019-02-21,-0.023504672644730596
122,91142,2016-02-17,0.06420290297356204
123,91142,2017-02-17,0.045170430965403026
124,91142,2018-02-16,-0.004577403838374643
125,91142,2019-02-15,-0.0129744031151096
126,912595,2016-02-26,0.0714986109928474
127,912595,2017-02-24,-0.0013718705091800192
128,912595,2018-02-23,0.001249297064611135
129,912595,2019-02-21,0.020233991513725156
130,914208,2016-02-19,0.17908749537848687
131,914208,2017-02-23,-0.0878787763190992
132,914208,2018-02-23,-0.0524253671516968
133,914208,2019-02-22,0.03884523402117367
134,91440,2016-02-11,0.08932842092369898
135,91440,2017-02-09,0.001837567066992055
136,91440,2018-02-15,-0.05565198144634166
137,91440,2019-02-14,0.019240636449657886
138,915389,2016-02-25,0.12860234435426585
139,915389,2017-02-27,-0.03488809394697184
140,915389,2018-03-01,0.05148887541467403
141,915389,2019-02-27,-0.10620526493754366
142,91576,2016-02-24,0.06831122102795777
143,91576,2017-02-28,-0.08470964911086258
144,91576,2018-02-26,-0.10103868549640593
145,91576,2019-02-25,-0.14991483542430437
146,883241,2018-12-17,0.03877145628066336
147,883241,2019-12-20,0.08564480489956776
148,884887,2016-02-22,0.06117745607095709
149,884887,2018-02-21,-0.04358485107924811
150,884887,2017-02-23,0.0337067022071496
151,884887,2019-02-22,-0.026130849699287792
152,885725,2016-02-24,0.04789382154414676
153,885725,2017-02-23,-0.00857839413396787
154,885725,2018-02-20,0.029444685716503726
155,885725,2019-02-19,-0.0474159398070257
156,886982,2016-02-22,0.050406615622174356
157,886982,2017-02-27,-0.08390485707821334
158,886982,2018-02-26,-0.09584905375935687
159,886982,2019-02-26,-0.052237303712818685
160,891103,2016-02-29,-0.0018365892684232314
161,891103,2017-02-28,-0.004950490375089082
162,891103,2018-03-01,0.13021360558552403
163,891103,2019-03-01,0.018165506545842303
164,895421,2016-02-23,0.08983556096002307
165,896159,2016-02-26,0.017870806194748814
166,896159,2017-02-28,-0.010928526647222027
167,896159,2018-02-23,-0.044233007153438406
168,896159,2019-02-28,0.03689322379824211
169,89800,2016-02-24,0.08963846787092478
170,89800,2017-02-22,-0.014433854059154738
171,89800,2018-02-23,-0.012807610970325603
172,89800,2019-02-22,-0.014208386124935935
173,898173,2016-02-26,0.0449930301577703
174,898173,2017-02-28,-0.007029567267220486
175,898173,2018-02-28,-0.021376801541888153
176,898173,2019-02-27,0.045439726081590484
177,899689,2016-02-16,0.1105313305368749
178,899689,2017-02-13,-0.03053071010799602
179,899689,2018-02-12,0.009023677871606541
180,899689,2019-02-11,-0.03467961061451632
181,906107,2016-02-25,-0.02697989444604656
182,906107,2017-02-23,0.009719576588042528
183,906107,2018-02-22,0.07050032095887244
184,906107,2019-02-21,-0.003249361789686951
185,874716,2016-02-17,0.039709229594328904
186,874716,2018-02-16,0.11447829832722761
187,874716,2017-02-17,0.06601982473258497
188,874716,2019-02-15,0.002901172958661569
189,874766,2016-02-26,0.06420732856485804
190,874766,2017-02-24,-0.02159603579036614
191,874766,2018-02-23,-0.03997038880122364
192,874766,2019-02-22,0.0012272729400712534
193,875045,2016-02-03,0.01194398207968222
194,875045,2018-02-01,-0.16476881435151733
195,875045,2017-02-02,0.10986639508106047
196,875045,2019-02-06,-0.019115338206279933
197,875320,2016-02-16,-0.029752850343313805
198,875320,2017-02-23,0.05027408596555444
199,875320,2018-02-15,0.08350939628138367
200,875320,2019-02-13,-0.01446689703525641
201,877212,2016-02-29,0.092748518455034
202,877212,2017-02-27,-0.061261998810544435
203,877212,2018-02-22,0.06078084063016856
204,877212,2019-02-14,0.07665291120793659
205,878927,2016-02-29,0.04987610210980053
206,878927,2017-02-27,-0.08350455114648883
207,878927,2018-02-27,0.06345437496661728
208,878927,2020-02-26,-0.014470661949816206
209,879101,2016-02-26,0.04158856053923725
210,879101,2017-02-27,-0.07648264952481668
211,879101,2018-02-23,-0.06946267390025916
212,879101,2019-02-15,0.007319772471353525
213,879169,2016-02-12,0.03700992915020197
214,879169,2017-02-14,0.224699960696121
215,879169,2018-02-15,0.07792973576033485
216,879169,2019-02-14,0.019659547178687887
217,8818,2016-02-24,0.10142018861729175
218,8818,2017-02-23,-0.021574678621812577
219,8818,2018-02-21,-0.05268556388286856
220,8818,2019-02-27,0.02857674768916694
221,882095,2016-02-24,0.008057309934929872
222,882095,2017-02-27,-0.0424113172165891
223,882095,2018-02-27,-0.0599800853436446
224,882095,2019-02-26,-0.022824722604652903
225,882184,2016-11-18,-0.017519270636321957
226,882184,2017-11-15,0.05912058585019355
227,882184,2018-11-16,0.020701588440874604
228,882184,2019-11-25,-0.02955123934518585
229,882835,2016-02-26,0.059821549022421656
230,882835,2017-02-27,-0.01685390115829207
231,882835,2019-02-25,0.03168935313534065
232,882835,2018-02-23,-0.000996049236268176
233,857005,2018-11-16,-0.02388061845572468
234,857005,2019-11-18,0.013184989928067204
235,857005,2020-11-20,0.1705556664435329
236,858470,2016-02-22,0.011606313341416099
237,858470,2017-02-27,0.0455570692560265
238,858470,2018-03-01,-0.037720727575431545
239,858470,2020-02-25,0.11986301056684179
240,858877,2017-09-07,0.06265742307232425
241,859737,2017-11-21,0.06995074530355314
242,859737,2018-11-20,-0.03899250604632737
243,859737,2019-11-27,0.018287910482565128
244,860730,2017-02-22,-0.0382959000731413
245,860730,2016-02-26,0.08418512350433979
246,860730,2018-02-23,-0.010412489691540633
247,860730,2019-02-21,-0.048799330637588755
248,860731,2016-02-24,-0.0018081796993013966
249,860731,2017-02-22,-0.004060879755646928
250,860731,2018-02-21,0.03539043837592155
251,860731,2020-02-19,-0.19822676109730752
252,86312,2016-02-11,0.0747807881590499
253,86312,2017-02-16,0.00985300056836765
254,86312,2018-02-15,-0.009653609903568961
255,86312,2019-02-14,0.04782163145221945
256,864749,2016-02-24,0.06457240564179077
257,864749,2017-02-24,-0.005095536603691157
258,864749,2018-02-27,-0.06725760662158244
259,864749,2019-02-22,0.019499969482421876
260,865752,2016-02-29,0.0616733524177628
261,865752,2017-03-01,0.09902404221901158
262,865752,2018-03-01,0.055145662051882136
263,865752,2019-02-28,-0.1402162072097119
264,866787,2017-10-25,0.07759610854656325
265,866787,2019-10-28,0.028797050531080223
266,872589,2016-02-11,0.028101534687528046
267,872589,2017-02-09,0.059361097547743054
268,872589,2018-02-08,0.036544568605052855
269,872589,2019-02-07,0.042390423039292864
270,87347,2016-01-27,0.1055682356487662
271,87347,2017-01-25,-0.0626827327382388
272,87347,2018-01-24,-0.14939882654877049
273,87347,2019-01-23,0.02424380521280875
274,821189,2018-02-27,0.005891128100199474
275,821189,2019-02-26,-0.01203284888453723
276,821189,2020-02-27,-0.34116668701171876
277,822416,2016-02-08,0.13552883777661615
278,822416,2018-02-07,-0.00033434399641767913
279,822416,2019-01-31,-0.025889943444128503
280,823768,2017-02-16,0.03652709276445504
281,823768,2016-02-18,0.06273725040407443
282,823768,2018-02-15,0.02844569286519008
283,823768,2019-02-14,0.022662945934421787
284,829224,2016-11-18,0.033889176513093124
285,827054,2019-05-30,0.06589624848378205
286,829224,2017-11-17,0.023888997067648327
287,829224,2018-11-16,-0.04137334466996826
288,829224,2019-11-15,0.052962820721548114
289,831259,2016-02-26,0.36069985064022286
290,831259,2017-02-24,-0.03169811896558078
291,831259,2018-02-20,-0.02061861431486341
292,831259,2019-02-15,0.003257325954627623
293,832101,2017-02-23,-0.0147042992946625
294,832101,2018-02-22,0.08347812906823723
295,832101,2016-02-19,0.09058073944289902
296,832101,2019-02-28,0.040666206538131404
297,833444,2016-11-23,-0.0657750484510874
298,833444,2017-11-21,0.04583337571885851
299,833444,2018-11-20,-0.07528494953192154
300,842023,2016-08-29,0.02527586849033399
301,842023,2018-08-27,0.07460142688759269
302,84839,2016-02-24,-0.02437252703069462
303,84839,2018-02-26,-0.026837781662210992
304,84839,2017-02-24,-0.023848255060899666
305,84839,2019-03-01,0.046254426206682075
306,849399,2019-05-24,0.04987404292658572
307,851968,2016-02-29,0.05074283977507018
308,851968,2017-02-27,-0.004647481366555408
309,851968,2019-02-28,-0.07339111241643088
310,851968,2018-02-28,-0.04994168226810178
311,80424,2018-08-07,0.0001210326271096467
312,80661,2016-02-29,0.09743103682861941
313,80661,2017-03-01,-0.017306211316629353
314,80661,2018-02-27,0.039637788197679664
315,80661,2019-02-27,0.006464052078409317
316,811156,2016-02-11,0.04430857762889417
317,811156,2017-02-07,0.04328393849067382
318,811156,2018-02-14,0.0013985444396209916
319,811156,2019-02-05,0.040345865890486304
320,813672,2016-02-18,0.11501440378605937
321,813672,2017-02-10,0.05756853423845733
322,813672,2018-02-20,-0.048294715338293485
323,813672,2019-02-27,0.08442120817602826
324,813828,2016-02-16,0.1707480475576935
325,813828,2017-02-17,0.024509066075734137
326,813828,2019-02-15,-0.04739332030229518
327,813828,2018-02-20,-0.09671108669704861
328,814453,2016-02-29,0.15259151033616405
329,814453,2017-03-01,-0.04899194314378133
330,814453,2018-03-01,-0.038490583311836676
331,814453,2020-03-02,-0.24680852470010567
332,815097,2016-01-29,0.0043631639271201825
333,815097,2017-01-30,0.007368796763293781
334,815097,2018-01-29,-0.061857164673592584
335,815556,2016-02-05,0.0684235555713497
336,815556,2017-02-06,0.02798173972000016
337,815556,2019-02-06,0.007314706755381113
338,815556,2018-02-05,0.04514019231906403
339,818479,2016-02-12,0.16005850921796894
340,818479,2017-03-01,-0.031938005787457605
341,818479,2019-03-08,0.037891270604451174
342,820027,2016-02-25,0.09019794195348484
343,820027,2017-02-23,-0.04038930729328743
344,820027,2018-02-23,-0.05752434047244365
345,820027,2020-02-26,-0.33589744567871094
346,820313,2016-02-19,0.10633399381535781
347,820313,2017-02-17,0.028505663447038698
348,820313,2019-02-13,0.023296313688542306
349,820313,2020-02-12,-0.186190302660393
350,821189,2016-02-25,0.08467157739792427
351,77476,2017-02-15,0.024454163767132272
352,77476,2018-02-13,0.005439634507505367
353,77476,2019-02-15,-0.003537258641666353
354,77476,2020-02-13,-0.21253502166566762
355,779152,2016-08-29,-0.009710938946364302
356,779152,2017-08-25,0.021782576591633615
357,779152,2018-08-24,0.004669688189965038
358,78003,2016-02-29,0.0037074511590045084
359,78003,2017-02-23,0.012037518735581261
360,78003,2019-02-28,-0.030680515156706313
361,78003,2018-02-22,0.014829420434358392
362,783325,2016-02-26,0.043408944410924286
363,783325,2017-02-28,0.01178030660494541
364,783325,2018-02-28,0.039719645207678185
365,783325,2019-02-26,0.05574734247132445
366,788784,2016-02-26,0.08202119250397182
367,788784,2018-02-26,-0.04771367291420048
368,788784,2017-02-27,-0.010085487356214937
369,788784,2019-02-28,0.007991793828104075
370,789019,2016-07-28,0.03237857542194787
371,789019,2018-08-03,0.03970752387239929
372,789570,2016-02-29,0.08029584961750255
373,789570,2018-03-01,0.052283706198608185
374,789570,2019-02-27,-0.05080998411338696
375,789570,2017-03-01,0.021244863825757482
376,79282,2016-02-26,0.08536210763135754
377,79282,2017-02-24,-0.02141862113535657
378,79282,2018-02-28,-0.03951364058652421
379,79282,2019-02-26,-0.006506867434701072
380,797468,2016-02-26,-0.01848138766657055
381,797468,2017-02-23,-0.02666669239029574
382,797468,2018-02-23,-0.045960178625210346
383,797468,2019-02-21,0.009909965123585312
384,798354,2016-02-19,0.0510087969719869
385,798354,2017-02-23,0.008529118490205923
386,798354,2018-02-22,0.029765644285212545
387,798354,2019-02-21,-0.012035358620252581
388,79879,2016-02-18,0.1553490200148124
389,79879,2017-02-16,0.022305240712765545
390,79879,2018-02-15,-0.009897594472113412
391,79879,2019-02-21,0.0062653451249844215
392,80424,2016-08-09,0.020816385161018025
393,753308,2018-02-16,0.013393119493867785
394,753308,2019-02-15,0.03770920829483192
395,753308,2020-02-14,-0.20450952786832868
396,75362,2017-02-21,0.004944074216694563
397,75362,2018-02-21,-0.04232881036557166
398,75362,2019-02-21,-0.020673707431407694
399,75362,2016-02-16,0.03991431488899499
400,75677,2016-02-26,0.21477336768376137
401,75677,2017-02-28,-0.034837187169443465
402,75677,2018-02-28,-0.05771809924127205
403,75677,2019-02-28,0.03117484539281606
404,759944,2016-02-26,0.09371835881054491
405,759944,2017-02-24,-0.056753117174796815
406,759944,2018-02-22,-0.011661222994440782
407,759944,2019-02-21,-0.07977440927265515
408,76334,2017-08-25,0.12593768070096917
409,76334,2018-08-24,0.11105930850188456
410,76334,2019-08-23,0.12029358130531348
411,764180,2016-02-25,-0.024046168232060298
412,764180,2017-02-27,-0.019037380864221524
413,764180,2018-02-27,-0.06875002384185791
414,764180,2019-02-26,0.08541268509153296
415,764478,2017-03-24,0.12909701477176713
416,764478,2018-04-02,0.09373185223593737
417,764478,2019-03-28,0.023910050831512812
418,764622,2016-02-19,0.06520142048706502
419,764622,2017-02-24,0.02639972779999895
420,764622,2018-02-23,-0.026949514921867482
421,764622,2019-02-22,0.027998289810920004
422,765880,2016-02-09,0.1323685848138969
423,765880,2017-02-13,-0.03533225734553336
424,765880,2018-02-13,0.014035158459685424
425,765880,2019-02-14,0.009372947743148572
426,766704,2016-02-18,0.15149964797911408
427,766704,2017-02-22,0.001772566499135523
428,766704,2018-02-28,0.014857119605654763
429,766704,2019-02-25,0.04596771638177612
430,77360,2016-02-26,0.08467245550015634
431,77360,2017-02-21,0.04819686517543554
432,77360,2018-02-27,-0.019421636337722637
433,77360,2020-02-25,-0.36312189752271345
434,773840,2016-02-12,0.05363353080915076
435,773840,2017-02-10,0.03561754516344655
436,773840,2018-02-09,0.022515205274297734
437,773840,2019-02-08,0.02604128323324919
438,72971,2020-02-27,-0.2724276258445867
439,73124,2016-02-29,0.09565504190481489
440,73124,2017-02-28,-0.026101875433602473
441,73124,2018-02-27,-0.03522626094558261
442,73124,2019-02-26,-0.05767162114860885
443,731766,2016-02-09,0.09445843517526879
444,731766,2017-02-08,0.04984096821686803
445,731766,2018-02-13,-0.017075516800254008
446,731766,2019-02-12,-0.07722962468127371
447,731802,2017-11-13,-0.0029037540046013242
448,731802,2016-11-14,0.042871148344859375
449,731802,2018-11-13,0.02271778814675441
450,731802,2019-11-12,0.0018691303574036216
451,732712,2016-02-23,0.05095788982675337
452,732712,2017-02-21,0.016386837311150107
453,732712,2018-02-23,-0.029198588127562715
454,732712,2019-02-15,0.050580147266955436
455,732717,2016-02-18,0.05758311280221945
456,732717,2017-02-17,0.02314371992609819
457,732717,2018-02-20,-0.005167207800569693
458,732717,2019-02-20,-0.0055105393833955445
459,73309,2016-02-26,0.16316317835695754
460,73309,2017-02-28,-0.049065042509152654
461,73309,2018-02-28,-0.0790520162541097
462,73309,2019-02-28,-0.04936433678115125
463,740260,2016-02-12,0.2343588354862782
464,740260,2017-02-14,-0.030986370316753553
465,740260,2018-02-09,-0.020740447599524668
466,740260,2019-02-08,-0.03780918962815395
467,74208,2016-02-23,0.09433409415594869
468,74208,2017-02-21,0.004172397997172561
469,74208,2018-02-20,0.04117990006696888
470,74208,2019-02-19,-0.0024597631339204375
471,745732,2016-03-29,-0.011189559720632035
472,745732,2017-03-28,-0.0034969703402487414
473,745732,2018-04-03,0.04606302200529732
474,745732,2019-04-02,0.022610868908761444
475,746515,2016-02-25,0.05989980416336277
476,746515,2018-02-23,-0.04655060406945311
477,746515,2017-02-23,-0.0032136492746388007
478,746515,2019-02-22,0.0011872867317587526
479,749251,2016-02-24,0.061646392803904465
480,749251,2017-02-22,0.06490339239995839
481,749251,2018-02-22,0.06326811061684322
482,749251,2019-02-22,0.042796881288017626
483,753308,2016-02-22,0.01616251336133196
484,719739,2016-02-26,0.10646555028352378
485,718877,2020-02-27,-0.010457750577796148
486,719739,2018-02-28,-0.039240056154403895
487,719739,2017-02-28,-0.0638587798228433
488,719739,2019-02-28,-0.11676646780522733
489,720005,2017-11-22,0.06331645384813474
490,720005,2016-11-22,-0.009409500141471015
491,720005,2018-11-21,-0.06465174959635515
492,720005,2019-11-26,0.0077077594189080886
493,72331,2016-12-15,-0.0030726546594963353
494,72331,2017-12-15,0.025276267852018832
495,72331,2019-12-13,0.012939551031493924
496,723531,2017-07-21,-0.038636347115305295
497,723531,2018-07-20,0.025088540985148906
498,726728,2016-02-11,-0.01447102599288134
499,726728,2018-02-22,0.012170441438624275
500,726728,2017-02-23,-0.04645247837549159
501,726728,2019-02-22,0.03914537713204406
502,72741,2016-02-26,0.055870026432640996
503,72741,2018-02-26,-0.034512050150103994
504,72741,2019-02-26,0.03028987754855278
505,728535,2016-02-23,0.12582088137443734
506,728535,2017-02-23,-0.05765081441887392
507,72741,2017-02-23,0.027357195144675283
508,728535,2018-02-23,-0.018908437816749644
509,728535,2019-02-22,-0.08294384567072594
510,72903,2016-02-19,0.043986764853652584
511,72903,2017-02-24,0.02861102155286344
512,72903,2018-02-23,-0.004467294190182893
513,72903,2019-02-22,0.02189251084586684
514,72971,2016-02-24,0.045158531476980894
515,72971,2017-03-01,-0.06813995858054941
516,72971,2018-03-01,-0.08549993733140134
517,65984,2019-02-26,0.033656988665534085
518,65984,2018-02-26,0.005198200672417878
519,65984,2020-02-21,-0.3845029722114171
520,66740,2017-02-09,0.06358739643496851
521,66740,2016-02-11,0.06119334527610995
522,66740,2018-02-08,0.05688908416390441
523,66740,2019-02-07,0.014811883347227404
524,68505,2016-02-23,0.041395879566372716
525,68505,2017-02-21,0.05177793445879037
526,68505,2018-02-16,0.02728731271569553
527,68505,2019-02-15,0.010531568950836389
528,701985,2018-03-23,-0.08371099198492908
529,701985,2019-03-22,-0.03712036552767183
530,702165,2016-02-08,0.13094061053557832
531,702165,2018-02-05,0.0003607463497412193
532,702165,2017-02-06,0.02110618771441561
533,702165,2019-02-08,0.042283912959940655
534,707549,2016-08-17,0.03048442553940057
535,707549,2017-08-15,0.07721112663880064
536,707549,2018-08-14,-0.13339751541423522
537,70858,2016-02-24,0.12283592391267174
538,70858,2017-02-23,-0.06672088668587621
539,70858,2018-02-22,0.005680034778867637
540,70858,2019-02-26,-0.08364631909726736
541,711404,2018-12-21,0.13969905653885029
542,711404,2019-12-20,0.11351030002942825
543,712515,2018-05-23,0.05812729967667369
544,712515,2019-05-24,0.0331635992122714
545,713676,2016-02-29,0.043906036182716636
546,713676,2017-02-28,-0.07097387542589656
547,713676,2018-02-28,-0.05378669789011388
548,713676,2019-03-01,-0.031274672236409756
549,715957,2016-02-26,0.048557579104305554
550,715957,2017-02-28,0.0036063727653017808
551,715957,2018-02-27,-0.08295183793300742
552,715957,2019-02-28,0.037117021675348805
553,718877,2016-02-29,0.01484052138371488
554,718877,2017-02-28,0.09239969134171935
555,718877,2018-02-27,-0.03484366833810753
556,55785,2018-02-08,0.0006267319661036029
557,55785,2019-02-07,0.02443539721376344
558,55785,2020-02-13,-0.15496757691935878
559,56873,2016-03-29,-0.055482531635005584
560,56873,2017-03-28,0.038223094628396743
561,56873,2018-04-03,0.04069517076146952
562,59478,2016-02-19,-0.022861915000076703
563,59478,2017-02-21,0.04604276904106411
564,59478,2018-02-20,0.015215993020506198
565,59478,2019-02-19,0.025464674365777283
566,59558,2016-02-25,0.07884612119711902
567,59558,2017-02-23,-0.11647373419526652
568,59558,2018-02-22,0.0022069086283174446
569,59558,2019-02-20,-0.00015970199680486372
570,60086,2016-02-19,0.0663597205971758
571,60086,2017-02-16,0.01041448855286761
572,60086,2018-02-15,0.021447177949780263
573,60086,2019-02-13,0.01753259967497181
574,60667,2016-03-29,-0.0037002614784228376
575,60667,2018-04-02,-0.01926938555366552
576,60667,2019-04-02,0.007187637701855128
577,62709,2016-02-24,0.0363794625732387
578,62709,2017-02-24,0.01496392929063654
579,62709,2019-02-21,0.0009773479298980483
580,62709,2018-02-22,0.031623886320346815
581,62996,2016-02-12,0.1421378822490699
582,62996,2017-02-09,0.022988454021880392
583,62996,2018-02-08,0.014004906244209416
584,62996,2019-02-07,0.10782651934117
585,63754,2016-01-28,0.09507077355143342
586,63754,2017-01-25,0.03695585010641249
587,63908,2016-02-25,0.04156456918801059
588,63908,2017-03-01,0.00433938431112747
589,63908,2018-02-23,-0.036918952303416526
590,63908,2019-02-22,0.017470093247971195
591,64040,2016-02-12,0.11237138666481344
592,64040,2017-02-09,0.03462485364299209
593,64040,2018-02-09,0.08450704225352113
594,64040,2019-02-13,0.0016229198504177401
595,64803,2016-02-09,0.09424371426329224
596,64803,2017-02-09,0.04824736094586732
597,64803,2019-02-28,-0.06536404071085955
598,64803,2018-02-14,-0.02206621142463281
599,65984,2016-02-26,0.09896847902900159
600,48465,2017-12-20,-0.048974034278839035
601,49071,2016-02-18,0.08816687502910768
602,49071,2017-02-17,0.07160309608726177
603,49071,2018-02-16,0.007769503114835037
604,49071,2019-02-21,-0.10485758959552599
605,49196,2016-02-17,0.0809577020995623
606,49196,2017-02-22,-0.10500351058346656
607,49196,2018-02-16,0.01326601344494034
608,49196,2019-02-15,0.004282617056543152
609,4962,2016-02-19,0.11899108472253812
610,4962,2017-02-17,0.0007526980213632621
611,4962,2018-02-16,-0.024795965525131955
612,4962,2019-02-13,0.026682807844232104
613,49826,2016-02-12,0.06845887139263442
614,49826,2017-02-10,0.03867185115814209
615,49826,2018-02-15,0.03660624207392498
616,49826,2019-02-15,0.004784599892476383
617,50863,2016-02-12,0.10893857911048291
618,50863,2017-02-17,-0.036732460784064606
619,50863,2018-02-16,0.11676908547994475
620,50863,2019-02-01,0.08680483443407404
621,51143,2016-02-23,0.11858011550768205
622,51143,2017-02-28,-0.03364473637962272
623,51143,2018-02-27,-0.020312951937157177
624,51143,2019-02-26,-0.003864859128495
625,51253,2016-03-01,0.06706053003467574
626,51253,2017-02-28,0.054574389633248864
627,51253,2018-02-27,-0.04748214465926872
628,51253,2019-02-26,-0.018174610440693205
629,51434,2016-02-25,0.1724634029591654
630,51434,2017-02-22,-0.02133383937027821
631,51434,2018-02-22,-0.08197566068320754
632,51434,2020-02-19,-0.27517561166084636
633,51644,2017-02-21,-0.01179344911459155
634,51644,2016-02-22,0.012717873932428287
635,51644,2018-02-26,-0.10081629850426499
636,51644,2019-02-25,-0.10655393227952521
637,52988,2016-11-22,-0.014497650282803342
638,52988,2018-11-21,-0.12421405593992423
639,55067,2016-02-24,0.015288826916907217
640,55067,2017-02-21,0.0032112055127634137
641,55067,2018-02-20,-0.046641790840500214
642,55067,2019-02-25,0.01940355433013717
643,55785,2016-02-11,0.043189422503950185
644,38777,2018-11-09,0.044379682604097394
645,38777,2019-11-12,-0.07293525413869772
646,38777,2020-11-23,0.15475065723231873
647,40533,2016-02-08,0.0005293159468196684
648,40533,2017-02-06,0.03611232983394312
649,40533,2018-02-12,0.09745620334992795
650,40533,2019-02-13,-0.027150055171061074
651,40545,2016-02-26,0.05816330344780031
